#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.481            20852857949             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128001                      79166                       0                           0                           
GPU 0     57.718            22360658883             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25692966                    72110237                    0                           0                           
GPU 1     27.579            20852885560             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        132593                      82481                       0                           0                           
GPU 0     58.114            22360718311             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25598416                    72049472                    0                           0                           
GPU 1     27.487            20852913160             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128790                      80596                       0                           0                           
GPU 0     57.918            22360777774             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26423875                    72405196                    0                           0                           
GPU 1     27.487            20852940770             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        139078                      86020                       0                           0                           
GPU 0     58.108            22360837373             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25609922                    71958474                    0                           0                           
GPU 1     27.475            20852971143             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        137216                      85380                       0                           0                           
GPU 0     58.424            22360896908             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25652897                    71856554                    0                           0                           
GPU 1     27.573            20852998789             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        158248                      98925                       0                           0                           
GPU 0     58.108            22360956447             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        25239444                    71515943                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.487            20853026410             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128158                      78095                       0                           0                           
GPU 0     58.218            22361016051             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25546785                    71730746                    0                           0                           
GPU 1     27.585            20853054082             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        129209                      79458                       0                           0                           
GPU 0     58.114            22361075648             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25140414                    71659415                    0                           0                           
GPU 1     27.487            20853081738             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        159617                      95473                       0                           0                           
GPU 0     58.218            22361135082             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25563558                    71958014                    0                           0                           
GPU 1     27.591            20853109379             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        126891                      78496                       0                           0                           
GPU 0     58.108            22361194749             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24915179                    71599063                    0                           0                           
GPU 1     27.579            20853139768             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        142695                      86296                       0                           0                           
GPU 0     58.108            22361254264             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25462325                    72164444                    0                           0                           
GPU 1     27.481            20853167413             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        131720                      82445                       0                           0                           
GPU 0     58.010            22361313785             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25751639                    72049949                    0                           0                           
GPU 1     27.573            20853195021             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        131348                      81665                       0                           0                           
GPU 0     57.912            22361373259             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25218322                    71681560                    0                           0                           
GPU 1     27.493            20853222622             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        127068                      78626                       0                           0                           
GPU 0     58.108            22361426836             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24585212                    71372202                    0                           0                           
GPU 1     27.475            20853250256             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128703                      80756                       0                           0                           
GPU 0     57.620            22361486231             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24627166                    71427993                    0                           0                           
GPU 1     27.579            20853277885             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125911                      78513                       0                           0                           
GPU 0     58.218            22361545927             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25455227                    72149874                    0                           0                           
GPU 1     27.481            20853308294             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        134794                      83952                       0                           0                           
GPU 0     58.218            22361605428             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25558639                    72130456                    0                           0                           
GPU 1     27.579            20853335934             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        134130                      83608                       0                           0                           
GPU 0     58.010            22361664924             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25440668                    72066051                    0                           0                           
GPU 1     27.481            20853363560             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        137488                      85513                       0                           0                           
GPU 0     58.327            22361724531             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25043422                    71795524                    0                           0                           
GPU 1     27.475            20853391161             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        139095                      85907                       0                           0                           
GPU 0     58.218            22361784034             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25701325                    71914537                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.481            20853418754             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        135489                      81676                       0                           0                           
GPU 0     58.218            22361843586             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25589097                    72032150                    0                           0                           
GPU 1     27.585            20853449176             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        243567                      152440                      0                           0                           
GPU 0     57.718            22361903072             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24336985                    71293131                    0                           0                           
GPU 1     27.579            20853476837             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        123904                      76649                       0                           0                           
GPU 0     58.218            22361962585             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24734212                    71349757                    0                           0                           
GPU 1     27.481            20853504446             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        133977                      81293                       0                           0                           
GPU 0     58.327            22362022136             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        23994488                    70955931                    0                           0                           
GPU 1     27.493            20853532089             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124982                      77905                       0                           0                           
GPU 0     58.010            22362081713             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24623769                    71604111                    0                           0                           
GPU 1     27.579            20853559732             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124982                      77905                       0                           0                           
GPU 0     57.620            22362141043             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24623769                    71604111                    0                           0                           
GPU 1     27.573            20853587383             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124706                      77158                       0                           0                           
GPU 0     58.218            22362200643             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24694882                    71358669                    0                           0                           
GPU 1     27.475            20853615012             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        133085                      82061                       0                           0                           
GPU 0     58.218            22362260520             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24908707                    71716691                    0                           0                           
GPU 1     27.573            20853642700             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        146955                      89407                       0                           0                           
GPU 0     57.815            22362319825             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25448698                    71890643                    0                           0                           
GPU 1     27.475            20853673109             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        134689                      84124                       0                           0                           
GPU 0     57.718            22362379266             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25810967                    71977769                    0                           0                           
GPU 1     27.475            20853700758             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        130699                      80668                       0                           0                           
GPU 0     58.327            22362433011             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25477490                    71854282                    0                           0                           
GPU 1     27.481            20853728320             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        153052                      93036                       0                           0                           
GPU 0     58.424            22362498419             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24840651                    71541426                    0                           0                           
GPU 1     27.475            20853755951             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        153380                      92094                       0                           0                           
GPU 0     57.815            22362552090             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25110954                    71655015                    0                           0                           
GPU 1     27.475            20853783597             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        139390                      86296                       0                           0                           
GPU 0     58.327            22362611575             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26868042                    72809854                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.475            20853783597             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        135511                      84071                       0                           0                           
GPU 0     57.815            22362611575             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25169756                    71749233                    0                           0                           
GPU 1     27.579            20853811212             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120725                      76529                       0                           0                           
GPU 0     57.717            22362671119             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25576586                    71851823                    0                           0                           
GPU 1     27.481            20853841608             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119315                      75169                       0                           0                           
GPU 0     58.010            22362730729             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25762159                    71982904                    0                           0                           
GPU 1     27.481            20853869218             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        138932                      85538                       0                           0                           
GPU 0     58.913            22362790430             N/A            N/A            100               0                 1.000        1.000        0.968        0.000        0.000        0.000        0.000        0.000        25397626                    71774311                    0                           0                           
GPU 1     27.487            20853896805             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        155116                      95189                       0                           0                           
GPU 0     58.424            22362849898             N/A            N/A            100               0                 1.000        1.000        0.899        0.000        0.000        0.000        0.000        0.000        86738130                    77621262                    0                           0                           
GPU 1     27.475            20853924402             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        168041                      101737                      0                           0                           
GPU 0     58.327            22362909495             N/A            N/A            100               0                 1.000        0.991        0.843        0.000        0.000        0.000        0.000        0.000        43097070                    80805762                    0                           0                           
GPU 1     27.475            20853951995             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        154715                      93761                       0                           0                           
GPU 0     58.430            22362969006             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        29337323                    76980398                    0                           0                           
GPU 1     27.481            20853979614             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        243395                      143562                      0                           0                           
GPU 0     58.424            22363028534             N/A            N/A            100               0                 1.000        0.924        0.742        0.000        0.000        0.000        0.000        0.000        28433750                    72463282                    0                           0                           
GPU 1     27.487            20854007250             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        156107                      96236                       0                           0                           
GPU 0     58.218            22363088222             N/A            N/A            100               0                 1.000        0.809        0.627        0.000        0.000        0.000        0.000        0.000        27232432                    71857801                    0                           0                           
GPU 1     27.487            20854034870             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        155711                      95070                       0                           0                           
GPU 0     58.218            22363147755             N/A            N/A            100               0                 1.000        0.735        0.590        0.000        0.000        0.000        0.000        0.000        27470106                    72110337                    0                           0                           
GPU 1     27.481            20854062485             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        208986                      125383                      0                           0                           
GPU 0     57.815            22363206878             N/A            N/A            100               0                 1.000        0.535        0.481        0.000        0.000        0.000        0.000        0.000        27805978                    71145983                    0                           0                           
GPU 1     27.591            20854090102             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120263                      72807                       0                           0                           
GPU 0     57.132            22363265303             N/A            N/A            100               0                 1.000        0.435        0.356        0.000        0.000        0.000        0.000        0.000        30477713                    70938816                    0                           0                           
